date,open,high,low,close,volume,dividends,stock splits
2024-08-06 13:35:33.039113,460.0,467.73,456.56,460.0,2286108,0.0,1.0
2024-08-07 13:35:33.039113,460.42,459.03,450.45,456.18,4890992,0.0,1.0
2024-08-08 13:35:33.039113,455.3,458.02,448.94,454.4,3631528,0.0,1.0
2024-08-09 13:35:33.039113,455.96,465.88,454.11,459.66,2121237,0.0,1.0
2024-08-10 13:35:33.039113,461.62,441.23,429.18,437.38,4641883,0.0,1.0
2024-08-11 13:35:33.039113,438.74,443.63,430.52,435.03,2145942,0.0,1.0
2024-08-12 13:35:33.039113,434.33,446.81,433.51,438.19,4284703,0.0,1.0
2024-08-13 13:35:33.039113,437.88,449.83,433.15,441.59,4705168,0.0,1.0
2024-08-14 13:35:33.039113,440.14,464.75,450.73,456.29,3238245,0.0,1.0
2024-08-15 13:35:33.039113,454.54,448.19,435.94,441.05,2854972,0.0,1.0
2024-08-16 13:35:33.039113,441.0,442.88,432.97,438.63,4983568,0.0,1.0
2024-08-17 13:35:33.039113,438.06,432.92,419.66,424.97,1223472,0.0,1.0
2024-08-18 13:35:33.039113,424.11,422.45,408.57,416.91,1564821,0.0,1.0
2024-08-19 13:35:33.039113,415.6,429.55,413.6,421.99,2849139,0.0,1.0
2024-08-20 13:35:33.039113,421.25,419.98,406.03,412.01,2365844,0.0,1.0
2024-08-21 13:35:33.039113,410.95,413.45,405.75,409.57,4738083,0.0,1.0
2024-08-22 13:35:33.039113,409.0,399.89,391.03,393.0,1355478,0.0,1.0
2024-08-23 13:35:33.039113,394.72,387.98,380.89,384.24,4882721,0.0,1.0
2024-08-24 13:35:33.039113,385.47,378.59,365.82,371.63,2377064,0.0,1.0
2024-08-25 13:35:33.039113,371.34,380.16,371.31,377.25,3984795,0.0,1.0
2024-08-26 13:35:33.039113,377.88,380.84,371.19,378.42,3702765,0.0,1.0
2024-08-27 13:35:33.039113,378.26,388.65,376.46,381.26,3950502,0.0,1.0
2024-08-28 13:35:33.039113,379.55,378.92,374.16,376.94,2242004,0.0,1.0
2024-08-29 13:35:33.039113,376.06,378.46,369.03,371.37,1631731,0.0,1.0
2024-08-30 13:35:33.039113,371.96,374.83,370.21,372.24,4927740,0.0,1.0
2024-08-31 13:35:33.039113,370.78,386.25,378.6,381.21,3433501,0.0,1.0
2024-09-01 13:35:33.039113,380.57,387.72,379.84,383.81,4025827,0.0,1.0
2024-09-02 13:35:33.039113,383.18,387.79,382.21,385.32,2836446,0.0,1.0
2024-09-03 13:35:33.039113,385.2,387.38,379.32,383.42,4092813,0.0,1.0
2024-09-04 13:35:33.039113,383.25,385.1,377.22,382.68,2371742,0.0,1.0
2024-09-05 13:35:33.039113,382.63,391.16,383.34,385.85,4955428,0.0,1.0
2024-09-06 13:35:33.039113,384.33,382.14,374.5,379.03,4574254,0.0,1.0
2024-09-07 13:35:33.039113,377.17,400.4,387.09,392.83,3964409,0.0,1.0
2024-09-08 13:35:33.039113,393.05,391.56,385.1,387.94,3129479,0.0,1.0
2024-09-09 13:35:33.039113,388.73,390.96,381.25,386.76,1736440,0.0,1.0
2024-09-10 13:35:33.039113,387.6,385.33,378.39,383.32,2780708,0.0,1.0
2024-09-11 13:35:33.039113,384.46,395.1,380.3,387.36,2205489,0.0,1.0
2024-09-12 13:35:33.039113,389.21,405.02,397.55,401.56,4709157,0.0,1.0
2024-09-13 13:35:33.039113,400.83,406.2,398.5,403.74,2198588,0.0,1.0
2024-09-14 13:35:33.039113,403.74,407.83,400.12,403.94,4242260,0.0,1.0
2024-09-15 13:35:33.039113,404.0,403.22,397.1,400.83,1460222,0.0,1.0
2024-09-16 13:35:33.039113,401.89,408.79,402.22,406.05,4981146,0.0,1.0
2024-09-17 13:35:33.039113,404.37,410.5,395.17,402.64,2181699,0.0,1.0
2024-09-18 13:35:33.039113,403.01,405.3,398.99,401.91,2925076,0.0,1.0
2024-09-19 13:35:33.039113,403.12,404.59,395.43,399.39,3437485,0.0,1.0
2024-09-20 13:35:33.039113,398.33,408.12,400.1,403.37,3931710,0.0,1.0
2024-09-21 13:35:33.039113,402.99,408.37,397.97,404.03,2278936,0.0,1.0
2024-09-22 13:35:33.039113,405.52,419.83,414.32,417.5,4550589,0.0,1.0
2024-09-23 13:35:33.039113,416.51,428.58,414.13,420.88,1833528,0.0,1.0
2024-09-24 13:35:33.039113,420.75,413.06,404.14,408.87,1310900,0.0,1.0
2024-09-25 13:35:33.039113,409.08,429.12,418.88,424.15,4607741,0.0,1.0
2024-09-26 13:35:33.039113,425.62,423.51,414.58,419.45,3152669,0.0,1.0
2024-09-27 13:35:33.039113,419.84,426.55,415.68,421.85,3530505,0.0,1.0
2024-09-28 13:35:33.039113,422.84,420.58,411.33,417.65,3114175,0.0,1.0
2024-09-29 13:35:33.039113,417.86,418.93,409.7,413.33,3357858,0.0,1.0
