date,open,high,low,close,volume,dividends,stock splits
2024-08-06 13:35:34.055493,2900.0,2937.97,2869.58,2900.0,2650991,0.0,1.0
2024-08-07 13:35:34.055493,2902.68,2896.14,2830.66,2859.99,2050202,0.0,1.0
2024-08-08 13:35:34.055493,2855.79,2854.38,2786.63,2823.58,2265739,0.0,1.0
2024-08-09 13:35:34.055493,2810.22,2812.3,2743.33,2762.1,2790445,0.0,1.0
2024-08-10 13:35:34.055493,2752.56,2787.1,2696.81,2750.22,1816417,0.0,1.0
2024-08-11 13:35:34.055493,2737.27,2927.82,2849.33,2903.12,3815850,0.0,1.0
2024-08-12 13:35:34.055493,2891.91,2937.72,2832.98,2888.32,4921894,0.0,1.0
2024-08-13 13:35:34.055493,2889.01,2911.62,2844.8,2866.21,1588672,0.0,1.0
2024-08-14 13:35:34.055493,2852.5,2870.46,2834.25,2854.71,4684106,0.0,1.0
2024-08-15 13:35:34.055493,2851.66,2861.77,2807.26,2832.57,1283524,0.0,1.0
2024-08-16 13:35:34.055493,2827.67,2832.8,2783.69,2797.8,3274672,0.0,1.0
2024-08-17 13:35:34.055493,2787.81,2894.82,2838.51,2853.41,4882373,0.0,1.0
2024-08-18 13:35:34.055493,2864.49,2931.84,2840.1,2886.11,4775572,0.0,1.0
2024-08-19 13:35:34.055493,2874.32,2993.99,2904.13,2937.89,1404171,0.0,1.0
2024-08-20 13:35:34.055493,2938.71,3086.03,2992.4,3045.11,3862488,0.0,1.0
2024-08-21 13:35:34.055493,3048.06,3049.32,2991.38,3011.04,1066829,0.0,1.0
2024-08-22 13:35:34.055493,3019.82,3041.66,2967.79,3007.63,4552549,0.0,1.0
2024-08-23 13:35:34.055493,2996.69,3052.92,2960.62,2994.41,1647744,0.0,1.0
2024-08-24 13:35:34.055493,2988.66,3108.74,3034.18,3080.7,4828443,0.0,1.0
2024-08-25 13:35:34.055493,3086.86,3132.02,3063.92,3095.11,4534124,0.0,1.0
2024-08-26 13:35:34.055493,3102.15,3184.27,3106.54,3129.64,1440196,0.0,1.0
2024-08-27 13:35:34.055493,3139.55,3204.72,3094.75,3149.29,2514125,0.0,1.0
2024-08-28 13:35:34.055493,3154.51,3209.04,3156.77,3177.43,3716538,0.0,1.0
2024-08-29 13:35:34.055493,3173.45,3154.52,3079.96,3105.5,1021284,0.0,1.0
2024-08-30 13:35:34.055493,3105.26,3135.96,3058.3,3077.66,3007786,0.0,1.0
2024-08-31 13:35:34.055493,3082.81,3164.95,3088.03,3107.71,3301507,0.0,1.0
2024-09-01 13:35:34.055493,3115.77,3142.64,3055.29,3100.55,2891075,0.0,1.0
2024-09-02 13:35:34.055493,3101.67,3167.37,3060.67,3122.31,4154594,0.0,1.0
2024-09-03 13:35:34.055493,3117.19,3124.04,3060.41,3089.76,4240068,0.0,1.0
2024-09-04 13:35:34.055493,3086.34,3167.09,3087.85,3130.62,4358894,0.0,1.0
2024-09-05 13:35:34.055493,3115.07,3124.95,3072.26,3089.39,2459439,0.0,1.0
2024-09-06 13:35:34.055493,3079.53,3177.05,3109.23,3153.61,2113689,0.0,1.0
2024-09-07 13:35:34.055493,3168.54,3127.35,3044.37,3093.73,4501874,0.0,1.0
2024-09-08 13:35:34.055493,3104.94,3095.61,3036.83,3061.25,3790228,0.0,1.0
2024-09-09 13:35:34.055493,3051.51,3095.14,3033.71,3076.1,1131968,0.0,1.0
2024-09-10 13:35:34.055493,3083.4,3080.88,3028.97,3061.18,3268028,0.0,1.0
2024-09-11 13:35:34.055493,3055.12,3055.32,2953.17,3006.66,4614772,0.0,1.0
2024-09-12 13:35:34.055493,3000.38,3123.29,3050.17,3093.81,4951143,0.0,1.0
2024-09-13 13:35:34.055493,3094.82,3077.33,3024.4,3050.54,4102780,0.0,1.0
2024-09-14 13:35:34.055493,3048.16,3049.87,2975.03,3031.66,2365932,0.0,1.0
2024-09-15 13:35:34.055493,3021.78,3102.49,3027.37,3051.69,2891897,0.0,1.0
2024-09-16 13:35:34.055493,3046.85,3102.73,3052.47,3080.63,3674656,0.0,1.0
2024-09-17 13:35:34.055493,3069.09,3158.0,3062.96,3118.52,3804617,0.0,1.0
2024-09-18 13:35:34.055493,3122.64,3196.12,3115.4,3168.43,4599261,0.0,1.0
2024-09-19 13:35:34.055493,3156.33,3193.92,3109.82,3138.32,3747463,0.0,1.0
2024-09-20 13:35:34.055493,3152.13,3133.85,3057.85,3114.69,2951936,0.0,1.0
2024-09-21 13:35:34.055493,3123.94,3193.12,3132.28,3158.52,2056876,0.0,1.0
2024-09-22 13:35:34.055493,3148.22,3108.18,3025.1,3075.65,2323613,0.0,1.0
2024-09-23 13:35:34.055493,3061.59,3160.5,3060.43,3119.17,2554581,0.0,1.0
2024-09-24 13:35:34.055493,3111.36,3230.51,3152.57,3206.96,1124136,0.0,1.0
2024-09-25 13:35:34.055493,3198.21,3309.72,3240.22,3290.6,1681280,0.0,1.0
2024-09-26 13:35:34.055493,3306.34,3366.2,3275.24,3302.05,4384928,0.0,1.0
2024-09-27 13:35:34.055493,3303.05,3559.61,3480.28,3499.53,2175258,0.0,1.0
2024-09-28 13:35:34.055493,3499.63,3680.63,3587.65,3637.73,4098817,0.0,1.0
2024-09-29 13:35:34.055493,3626.82,3663.37,3568.68,3601.25,3590931,0.0,1.0
2024-09-30 13:35:34.055493,3609.81,3676.58,3592.65,3641.22,1049175,0.0,1.0
2024-10-01 13:35:34.055493,3629.95,3755.95,3683.58,3727.94,4472603,0.0,1.0
2024-10-02 13:35:34.055493,3746.08,3896.37,3789.31,3865.13,4436187,0.0,1.0
2024-10-03 13:35:34.055493,3848.5,3878.47,3789.1,3826.35,1681279,0.0,1.0
2024-10-04 13:35:34.055493,3810.55,3954.17,3861.58,3934.01,4685520,0.0,1.0
2024-10-05 13:35:34.055493,3918.75,3905.45,3846.65,3872.06,3819144,0.0,1.0
2024-10-06 13:35:34.055493,3881.62,3938.44,3875.55,3918.08,4957078,0.0,1.0
2024-10-07 13:35:34.055493,3932.12,4101.15,4043.31,4073.08,1998000,0.0,1.0
2024-10-08 13:35:34.055493,4087.5,4303.92,4217.33,4271.18,3047222,0.0,1.0
2024-10-09 13:35:34.055493,4284.91,4383.76,4275.32,4300.41,2233570,0.0,1.0
2024-10-10 13:35:34.055493,4298.32,4385.43,4269.53,4304.05,2303391,0.0,1.0
2024-10-11 13:35:34.055493,4320.74,4427.74,4346.42,4370.75,3954903,0.0,1.0
2024-10-12 13:35:34.055493,4374.3,4353.04,4205.99,4278.53,4713661,0.0,1.0
2024-10-13 13:35:34.055493,4270.22,4423.48,4343.49,4366.8,4184951,0.0,1.0
2024-10-14 13:35:34.055493,4347.66,4404.93,4309.44,4367.99,1498231,0.0,1.0
2024-10-15 13:35:34.055493,4374.23,4351.94,4293.99,4324.41,1731681,0.0,1.0
2024-10-16 13:35:34.055493,4320.73,4491.84,4324.84,4405.4,1838190,0.0,1.0
2024-10-17 13:35:34.055493,4417.68,4427.32,4363.21,4385.29,4084465,0.0,1.0
2024-10-18 13:35:34.055493,4405.3,4399.46,4304.43,4362.3,4749579,0.0,1.0
2024-10-19 13:35:34.055493,4359.46,4329.64,4253.98,4304.86,3098997,0.0,1.0
2024-10-20 13:35:34.055493,4312.21,4275.71,4156.38,4236.63,4693141,0.0,1.0
2024-10-21 13:35:34.055493,4246.7,4309.39,4217.44,4260.17,4104542,0.0,1.0
2024-10-22 13:35:34.055493,4251.68,4372.92,4237.43,4309.74,2702239,0.0,1.0
2024-10-23 13:35:34.055493,4297.2,4250.62,4167.52,4213.1,1547250,0.0,1.0
2024-10-24 13:35:34.055493,4226.76,4256.19,4203.27,4230.32,2150562,0.0,1.0
2024-10-25 13:35:34.055493,4221.08,4291.54,4172.82,4211.37,4330969,0.0,1.0
2024-10-26 13:35:34.055493,4220.19,4121.55,4011.72,4083.88,3968182,0.0,1.0
2024-10-27 13:35:34.055493,4078.89,4071.2,3931.77,3999.1,2634958,0.0,1.0
2024-10-28 13:35:34.055493,3994.25,4086.62,3965.28,4033.34,2444495,0.0,1.0
2024-10-29 13:35:34.055493,4021.57,4141.31,4048.49,4081.11,2232371,0.0,1.0
2024-10-30 13:35:34.055493,4062.59,4168.02,4052.69,4095.72,2556936,0.0,1.0
2024-10-31 13:35:34.055493,4087.26,4271.17,4158.59,4204.73,1651635,0.0,1.0
2024-11-01 13:35:34.055493,4224.86,4164.76,4026.35,4100.58,3933177,0.0,1.0
2024-11-02 13:35:34.055493,4103.0,4198.47,4097.03,4159.69,2379060,0.0,1.0
2024-11-03 13:35:34.055493,4175.52,4218.17,4102.98,4163.55,3943867,0.0,1.0
2024-11-04 13:35:34.055493,4150.94,4315.34,4210.85,4239.08,1687664,0.0,1.0
2024-11-05 13:35:34.055493,4245.2,4302.22,4206.82,4233.79,3644702,0.0,1.0
2024-11-06 13:35:34.055493,4250.61,4384.11,4296.34,4356.46,4989432,0.0,1.0
2024-11-07 13:35:34.055493,4372.82,4406.17,4306.59,4330.24,2343437,0.0,1.0
2024-11-08 13:35:34.055493,4339.32,4386.33,4309.82,4342.03,1132952,0.0,1.0
2024-11-09 13:35:34.055493,4348.35,4351.82,4242.03,4283.73,4689532,0.0,1.0
2024-11-10 13:35:34.055493,4264.61,4268.73,4132.78,4202.05,1586884,0.0,1.0
2024-11-11 13:35:34.055493,4207.27,4277.23,4177.96,4208.38,4968645,0.0,1.0
2024-11-12 13:35:34.055493,4203.48,4283.81,4176.54,4249.21,4406604,0.0,1.0
2024-11-13 13:35:34.055493,4245.58,4208.36,4100.49,4173.38,2763925,0.0,1.0
2024-11-14 13:35:34.055493,4176.4,4405.5,4255.22,4332.82,4095850,0.0,1.0
2024-11-15 13:35:34.055493,4345.74,4322.62,4210.94,4258.59,4429491,0.0,1.0
2024-11-16 13:35:34.055493,4241.79,4379.72,4232.2,4315.2,1523395,0.0,1.0
2024-11-17 13:35:34.055493,4335.11,4212.69,4084.38,4143.77,1435964,0.0,1.0
2024-11-18 13:35:34.055493,4161.29,4269.3,4183.37,4214.55,4325943,0.0,1.0
2024-11-19 13:35:34.055493,4207.66,4385.91,4286.52,4341.46,3625865,0.0,1.0
2024-11-20 13:35:34.055493,4356.29,4314.81,4206.44,4285.96,2969293,0.0,1.0
2024-11-21 13:35:34.055493,4286.3,4352.48,4245.33,4283.11,4876935,0.0,1.0
2024-11-22 13:35:34.055493,4276.68,4348.51,4221.95,4303.43,2027793,0.0,1.0
2024-11-23 13:35:34.055493,4282.66,4432.2,4317.32,4351.66,3049052,0.0,1.0
2024-11-24 13:35:34.055493,4357.31,4470.2,4352.7,4434.94,2574089,0.0,1.0
2024-11-25 13:35:34.055493,4456.69,4405.53,4261.16,4337.29,3337594,0.0,1.0
2024-11-26 13:35:34.055493,4349.54,4393.69,4322.87,4357.54,4872616,0.0,1.0
2024-11-27 13:35:34.055493,4368.16,4383.56,4226.21,4306.31,2780608,0.0,1.0
2024-11-28 13:35:34.055493,4317.95,4297.12,4221.55,4258.03,2612966,0.0,1.0
2024-11-29 13:35:34.055493,4252.32,4234.13,4119.48,4200.16,3890982,0.0,1.0
2024-11-30 13:35:34.055493,4199.05,4182.8,4074.01,4148.76,3267308,0.0,1.0
2024-12-01 13:35:34.055493,4153.02,4255.06,4129.48,4196.02,2850173,0.0,1.0
2024-12-02 13:35:34.055493,4193.14,4298.2,4192.61,4234.14,2993940,0.0,1.0
2024-12-03 13:35:34.055493,4250.64,4364.53,4257.83,4304.77,1079385,0.0,1.0
2024-12-04 13:35:34.055493,4288.42,4257.58,4127.0,4194.4,3016778,0.0,1.0
2024-12-05 13:35:34.055493,4174.03,4204.6,4098.66,4164.4,2004232,0.0,1.0
2024-12-06 13:35:34.055493,4166.03,4214.97,4114.2,4149.37,1703480,0.0,1.0
2024-12-07 13:35:34.055493,4161.43,4166.12,4085.49,4136.01,3165563,0.0,1.0
2024-12-08 13:35:34.055493,4125.57,4219.92,4159.2,4190.24,4378245,0.0,1.0
2024-12-09 13:35:34.055493,4174.3,4379.89,4276.08,4318.15,1318697,0.0,1.0
2024-12-10 13:35:34.055493,4328.37,4289.17,4179.43,4257.97,3147269,0.0,1.0
2024-12-11 13:35:34.055493,4255.36,4226.98,4133.57,4203.26,4102404,0.0,1.0
2024-12-12 13:35:34.055493,4222.11,4279.81,4157.21,4238.01,1955614,0.0,1.0
2024-12-13 13:35:34.055493,4242.54,4319.52,4178.49,4252.72,1176611,0.0,1.0
2024-12-14 13:35:34.055493,4257.13,4274.26,4173.3,4232.5,4586487,0.0,1.0
2024-12-15 13:35:34.055493,4214.6,4306.55,4198.35,4244.47,3063043,0.0,1.0
2024-12-16 13:35:34.055493,4231.06,4257.82,4112.35,4175.9,4220887,0.0,1.0
2024-12-17 13:35:34.055493,4167.7,4139.33,4046.99,4115.51,2181192,0.0,1.0
2024-12-18 13:35:34.055493,4116.66,4141.02,4068.6,4111.29,1422355,0.0,1.0
2024-12-19 13:35:34.055493,4119.14,4280.14,4188.98,4217.94,1204379,0.0,1.0
2024-12-20 13:35:34.055493,4205.82,4312.36,4178.09,4249.45,3120078,0.0,1.0
2024-12-21 13:35:34.055493,4269.27,4277.87,4215.24,4252.39,4131134,0.0,1.0
2024-12-22 13:35:34.055493,4247.35,4324.34,4231.88,4257.76,3641710,0.0,1.0
2024-12-23 13:35:34.055493,4249.06,4159.24,4093.74,4130.44,1810702,0.0,1.0
2024-12-24 13:35:34.055493,4136.86,4246.75,4122.75,4183.09,3491245,0.0,1.0
2024-12-25 13:35:34.055493,4167.83,4383.2,4300.64,4350.3,1094523,0.0,1.0
2024-12-26 13:35:34.055493,4337.61,4502.75,4352.29,4437.96,3201266,0.0,1.0
2024-12-27 13:35:34.055493,4443.42,4448.65,4324.29,4380.02,4413242,0.0,1.0
2024-12-28 13:35:34.055493,4382.34,4291.65,4186.09,4233.22,2856844,0.0,1.0
2024-12-29 13:35:34.055493,4243.29,4303.03,4185.99,4224.41,2701496,0.0,1.0
2024-12-30 13:35:34.055493,4220.08,4326.86,4230.07,4259.38,3736466,0.0,1.0
2024-12-31 13:35:34.055493,4258.11,4350.89,4184.35,4267.38,2736655,0.0,1.0
2025-01-01 13:35:34.055493,4283.09,4334.6,4220.64,4281.7,3471769,0.0,1.0
2025-01-02 13:35:34.055493,4297.73,4256.96,4168.52,4215.56,3483600,0.0,1.0
2025-01-03 13:35:34.055493,4203.77,4292.71,4181.78,4255.69,1170795,0.0,1.0
2025-01-04 13:35:34.055493,4258.43,4266.31,4135.76,4214.72,4944056,0.0,1.0
2025-01-05 13:35:34.055493,4217.99,4280.44,4149.14,4201.35,3482023,0.0,1.0
2025-01-06 13:35:34.055493,4209.12,4229.22,4107.4,4168.82,1256835,0.0,1.0
2025-01-07 13:35:34.055493,4184.93,4160.37,4081.86,4123.55,1683918,0.0,1.0
2025-01-08 13:35:34.055493,4106.03,4163.03,4052.45,4087.41,1224231,0.0,1.0
2025-01-09 13:35:34.055493,4092.91,4060.5,3990.39,4011.14,1169756,0.0,1.0
2025-01-10 13:35:34.055493,4010.85,4127.64,4023.97,4072.09,3716373,0.0,1.0
2025-01-11 13:35:34.055493,4060.61,4172.52,4048.22,4094.96,4865546,0.0,1.0
2025-01-12 13:35:34.055493,4110.31,4073.38,3994.62,4036.65,2777329,0.0,1.0
2025-01-13 13:35:34.055493,4044.96,4024.77,3897.57,3953.57,3046896,0.0,1.0
2025-01-14 13:35:34.055493,3933.94,3932.25,3887.54,3911.73,2881269,0.0,1.0
2025-01-15 13:35:34.055493,3926.72,3965.53,3867.14,3891.28,1532754,0.0,1.0
2025-01-16 13:35:34.055493,3905.94,3930.47,3793.6,3867.83,1613811,0.0,1.0
2025-01-17 13:35:34.055493,3866.96,3994.98,3906.75,3941.18,1239268,0.0,1.0
2025-01-18 13:35:34.055493,3957.0,3942.16,3866.84,3886.75,1580615,0.0,1.0
2025-01-19 13:35:34.055493,3899.78,3934.68,3873.77,3914.63,3104220,0.0,1.0
2025-01-20 13:35:34.055493,3895.66,3935.15,3823.93,3867.37,2757053,0.0,1.0
2025-01-21 13:35:34.055493,3880.46,4012.88,3932.03,3982.79,1105279,0.0,1.0
2025-01-22 13:35:34.055493,3972.87,4016.02,3889.73,3951.09,3308216,0.0,1.0
2025-01-23 13:35:34.055493,3968.61,3973.71,3878.93,3919.51,3048445,0.0,1.0
2025-01-24 13:35:34.055493,3907.26,3789.13,3692.21,3765.77,1463686,0.0,1.0
2025-01-25 13:35:34.055493,3773.76,3856.66,3762.03,3790.41,3081692,0.0,1.0
2025-01-26 13:35:34.055493,3777.73,3909.55,3821.72,3865.84,4172279,0.0,1.0
2025-01-27 13:35:34.055493,3850.03,4012.6,3934.3,3964.7,4290625,0.0,1.0
2025-01-28 13:35:34.055493,3958.21,3949.95,3882.55,3925.64,1513511,0.0,1.0
2025-01-29 13:35:34.055493,3936.53,3850.36,3793.81,3825.5,2532697,0.0,1.0
2025-01-30 13:35:34.055493,3824.93,3997.43,3907.81,3955.16,2867094,0.0,1.0
2025-01-31 13:35:34.055493,3952.92,4205.54,4110.73,4134.06,3765222,0.0,1.0
2025-02-01 13:35:34.055493,4128.05,4231.08,4100.07,4165.96,1917163,0.0,1.0
2025-02-02 13:35:34.055493,4163.37,4256.05,4136.69,4183.12,1621870,0.0,1.0
2025-02-03 13:35:34.055493,4191.14,4147.71,4054.96,4114.06,3653352,0.0,1.0
2025-02-04 13:35:34.055493,4122.52,4254.79,4133.61,4176.37,2829852,0.0,1.0
2025-02-05 13:35:34.055493,4187.37,4268.28,4143.21,4220.73,3271858,0.0,1.0
2025-02-06 13:35:34.055493,4212.45,4174.39,4047.01,4115.18,2591564,0.0,1.0
2025-02-07 13:35:34.055493,4134.66,4113.45,4010.26,4051.63,2302291,0.0,1.0
2025-02-08 13:35:34.055493,4033.05,4011.59,3932.41,3987.73,4046355,0.0,1.0
2025-02-09 13:35:34.055493,3989.21,3901.13,3817.28,3844.31,4652881,0.0,1.0
2025-02-10 13:35:34.055493,3840.12,3940.38,3863.31,3911.87,4353494,0.0,1.0
2025-02-11 13:35:34.055493,3897.68,4005.64,3927.62,3978.94,2456656,0.0,1.0
2025-02-12 13:35:34.055493,3997.69,4150.3,4061.38,4086.8,3137877,0.0,1.0
2025-02-13 13:35:34.055493,4091.57,4043.15,3924.47,3989.26,2410629,0.0,1.0
2025-02-14 13:35:34.055493,3970.3,3892.24,3814.15,3869.76,1920841,0.0,1.0
2025-02-15 13:35:34.055493,3853.05,3969.22,3840.96,3909.94,2628053,0.0,1.0
2025-02-16 13:35:34.055493,3890.61,3942.44,3822.61,3879.44,2858704,0.0,1.0
2025-02-17 13:35:34.055493,3869.38,4082.85,3977.89,4047.11,1475262,0.0,1.0
2025-02-18 13:35:34.055493,4055.78,4125.07,3992.55,4044.69,2139624,0.0,1.0
2025-02-19 13:35:34.055493,4033.94,3986.52,3934.25,3958.32,2999018,0.0,1.0
2025-02-20 13:35:34.055493,3938.57,3920.76,3826.57,3853.04,2188249,0.0,1.0
2025-02-21 13:35:34.055493,3835.29,3917.55,3863.21,3895.85,4861430,0.0,1.0
2025-02-22 13:35:34.055493,3882.13,3815.42,3735.29,3779.89,4016796,0.0,1.0
2025-02-23 13:35:34.055493,3781.0,3843.45,3745.74,3812.52,4603234,0.0,1.0
2025-02-24 13:35:34.055493,3812.42,3916.25,3800.26,3869.8,4062614,0.0,1.0
2025-02-25 13:35:34.055493,3887.09,3971.49,3841.49,3913.4,4781773,0.0,1.0
2025-02-26 13:35:34.055493,3925.63,3988.47,3880.7,3936.99,4777435,0.0,1.0
2025-02-27 13:35:34.055493,3944.08,3944.47,3871.41,3908.33,3040331,0.0,1.0
2025-02-28 13:35:34.055493,3911.32,3962.05,3899.72,3935.58,3470178,0.0,1.0
2025-03-01 13:35:34.055493,3929.53,4013.22,3932.56,3967.58,2844314,0.0,1.0
2025-03-02 13:35:34.055493,3980.33,3992.3,3877.15,3926.62,2112398,0.0,1.0
2025-03-03 13:35:34.055493,3919.23,4052.16,3942.11,4018.29,2323187,0.0,1.0
2025-03-04 13:35:34.055493,4002.46,4084.21,3980.13,4036.1,2938070,0.0,1.0
2025-03-05 13:35:34.055493,4022.48,4042.05,3901.98,3977.05,1295533,0.0,1.0
2025-03-06 13:35:34.055493,3964.86,4094.79,4006.18,4038.0,1956333,0.0,1.0
2025-03-07 13:35:34.055493,4021.01,4054.11,3952.75,3986.62,4051606,0.0,1.0
2025-03-08 13:35:34.055493,3982.24,4090.4,4005.62,4055.73,4440680,0.0,1.0
2025-03-09 13:35:34.055493,4054.67,4138.17,4010.6,4061.29,4550279,0.0,1.0
2025-03-10 13:35:34.055493,4046.52,4186.98,4108.46,4158.49,3499066,0.0,1.0
2025-03-11 13:35:34.055493,4151.19,4124.8,4014.54,4057.01,3209669,0.0,1.0
2025-03-12 13:35:34.055493,4048.91,3883.87,3839.72,3864.11,3294274,0.0,1.0
2025-03-13 13:35:34.055493,3867.67,3838.76,3743.88,3800.57,3615072,0.0,1.0
2025-03-14 13:35:34.055493,3783.64,3730.11,3680.07,3698.93,1187839,0.0,1.0
2025-03-15 13:35:34.055493,3685.03,3742.23,3663.93,3693.76,3841482,0.0,1.0
2025-03-16 13:35:34.055493,3678.74,3766.79,3681.77,3732.7,3838611,0.0,1.0
2025-03-17 13:35:34.055493,3724.76,3777.92,3669.33,3733.5,4360663,0.0,1.0
2025-03-18 13:35:34.055493,3719.4,3767.81,3722.01,3744.63,2000217,0.0,1.0
2025-03-19 13:35:34.055493,3727.56,3763.83,3628.39,3694.05,4046562,0.0,1.0
2025-03-20 13:35:34.055493,3701.36,3812.68,3717.99,3756.46,2429704,0.0,1.0
2025-03-21 13:35:34.055493,3752.47,3844.88,3731.28,3787.76,3505322,0.0,1.0
